day,bed_type,zip_code,from_facility_pfi,to_facility_pfi,patients,rank
67,ward,10001,1438,10139,5.530641418286667,3
67,ward,10001,1438,1458,12.452980508615155,4
67,ward,10001,1438,1450,14.27788221876827,5
67,ward,10001,1438,1437,0.2037143353005959,6
67,ward,10001,1438,1456,27.8548574510001,7
67,ward,10001,1438,1454,0.9683424165617751,8
67,ward,10002,1437,1288,0.3113613823941037,2
67,ward,10002,1437,1692,0.4177575900559276,4
67,ward,10002,1437,1306,8.375004933654225,5
67,ward,10002,1437,1309,0.22932358489589433,6
67,ward,10002,1437,1318,0.26380814508958395,8
67,ward,10002,1437,1301,7.743042993691745,12
67,ward,10002,1437,1320,0.4349903744509902,13
67,ward,10002,1437,1639,0.22743568398291103,14
67,ward,10002,1437,1304,3.343788854559861,15
67,ward,10002,1437,1454,1.508809149293441,16
67,ward,10002,1437,1305,6.404912290135229,17
67,ward,10002,1437,1626,2.7042230074429625,19
67,ward,10002,1437,1286,0.42468964027845857,20
67,ward,10002,1437,1469,3.22886477730907,21
67,ward,10002,1437,1638,1.0895787907837118,22
67,ward,10002,1437,1324,0.6181265990808456,23
67,ward,10002,1437,1445,3.0556116235613686,24
67,ward,10002,1437,1293,0.13337207985027533,25
67,ward,10002,1437,1172,6.213477523815136,26
67,ward,10002,1437,1738,4.97179557954135,27
67,ward,10002,1437,1637,4.026102566381738,28
67,ward,10002,1437,1629,0.44699909656822,29
67,ward,10002,1437,1464,23.968903757513445,30
67,ward,10002,1437,1294,1.3743912007034282,31
67,ward,10002,1437,1628,0.09607807709083716,32
67,ward,10002,1437,1633,0.38021120325223734,33
67,ward,10002,1437,1164,0.2308556784677478,34
67,ward,10002,1437,1178,7.789370679015988,35
67,ward,10002,1437,1740,16.922781447877412,36
67,ward,10002,1437,1176,1.9089408414780777,37
67,ward,10002,1437,3975,0.3131243261467773,38
67,ward,10002,1437,3058,2.2010989322219245,39
67,ward,10002,1437,1165,6.939336689620347,40
67,ward,10002,1437,1186,5.312557184579148,41
67,ward,10002,1437,1169,24.70317233246749,42
67,ward,10002,1437,1168,8.902452813756405,43
67,ward,10002,1437,1635,1.5998194077354597,44
67,ward,10002,1437,1737,2.4644864198394636,45
68,ward,10001,1438,1463,5.864489483213262,1
68,ward,10001,1438,1466,2.8616637885891976,2
